ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_marka)","Attribute Value (pa_marka)","Attribute In Variations (pa_marka)","Attribute Is Visible (pa_marka)","Attribute Is Taxonomy (pa_marka)","Shipping Class",_wpm_gtin_code,_ywbc_barcode_value,"Product Type","Ürün görünürlüğü","Ürün kategorileri","Ürün etiketleri","Image URL"
18255,"Fazer Marianne Crush 150g","Sokeri, glukoosisiirappi, kaakaomassa, kasvirasva (palmu, shea), kaakaovoi, emulgointiaine (soijalesitiini), aromit (mm. Luontainen piparminttu). Saattaa sisältää maitoa, pähkinää, mantelia ja gluteenia sisältävää viljaa.","Sokeri, glukoosisiirappi, kaakaomassa, kasvirasva (palmu, shea), kaakaovoi, emulgointiaine (soijalesitiini), aromit (mm. Luontainen piparminttu). Saattaa sisältää maitoa, pähkinää, mantelia ja gluteenia sisältävää viljaa.","2020-08-05 14:58:24",product,https://marketim.fi/product/fazer-marianne-crush-150g/,0,befae4b00d8e,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401012808,6411401012808,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/4e419372-94fc-43d7-a826-ae27f3992901.png
18257,"Pätkis 320 g suklaakonvehteja","sokeri, glukoosisiirappi, kaakaomassa, kaakaovoi, täysMAITOjauhe, kasvirasva (palmu, shea), rasvaton MAITOjauhe, herajauhe (MAIDOSTA), emulgointiaine (lesitiini mm. SOIJA), aromit. SAATTAA SISÄLTÄÄ PÄHKINÄÄ, MANTELIA JA VEHNÄÄ Maitosuklaassa vähintään 30% kaakaota","sokeri, glukoosisiirappi, kaakaomassa, kaakaovoi, täysMAITOjauhe, kasvirasva (palmu, shea), rasvaton MAITOjauhe, herajauhe (MAIDOSTA), emulgointiaine (lesitiini mm. SOIJA), aromit. SAATTAA SISÄLTÄÄ PÄHKINÄÄ, MANTELIA JA VEHNÄÄ Maitosuklaassa vähintään 30% kaakaota","2020-08-05 14:59:18",product,https://marketim.fi/product/patkis-320-g-suklaakonvehteja/,0,be634d50952b,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453072336,6416453072336,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/6416453072336.jpeg
18259,"Fazer Premium 70% leivontasuklaa 100 g","kaakaomassa, sokeri, kaakaovoi, kaakaojauhe, emulgointiaine (soijalesitiini), aromi, rasvaton maitojauhe (alle 0,5%). Suklaassa vähintään 70% kaakaota.","kaakaomassa, sokeri, kaakaovoi, kaakaojauhe, emulgointiaine (soijalesitiini), aromi, rasvaton maitojauhe (alle 0,5%). Suklaassa vähintään 70% kaakaota.","2020-08-05 14:59:18",product,https://marketim.fi/product/fazer-premium-70-leivontasuklaa-100-g/,0,5010ce2438d8,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,7310678510668,7310678510668,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/58119c37-3a91-4367-b0d4-da7fb99f3c12.png
18263,"Fazer Pure Dark 70 % cocoa - Twist of Mint 95 g","Kaakaomassa, sokeri, kaakaovoi, vähärasvainen kaakaojauhe, luontaiset aromit (vanilja, minttu). Saattaa sisältää maitoa, pähkinää, mantelia ja viljaa. Tummassa suklaassa vähintään 70% kaakaota.","Kaakaomassa, sokeri, kaakaovoi, vähärasvainen kaakaojauhe, luontaiset aromit (vanilja, minttu). Saattaa sisältää maitoa, pähkinää, mantelia ja viljaa. Tummassa suklaassa vähintään 70% kaakaota.","2020-08-05 15:00:03",product,https://marketim.fi/product/fazer-pure-dark-70-cocoa-twist-of-mint-95-g/,0,cae6dbcd564d,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453018778,6416453018778,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/8b9a9dee-bdc8-40d8-ac0d-18c52b1535cf2.png
18265,"Fazer Pure Dark 70% Cocoa tumma suklaa 95 g","Kaakaomassa, sokeri, kaakaovoi, vähärasvainen kaakaojauhe, luontainen aromi (vanilja). Saattaa sisältää maitoa, pähkinää, mantelia ja viljaa. Tummassa suklaassa vähintään 70% kaakaota.","Kaakaomassa, sokeri, kaakaovoi, vähärasvainen kaakaojauhe, luontainen aromi (vanilja). Saattaa sisältää maitoa, pähkinää, mantelia ja viljaa. Tummassa suklaassa vähintään 70% kaakaota.","2020-08-05 15:00:50",product,https://marketim.fi/product/fazer-pure-dark-70-cocoa-tumma-suklaa-95-g/,0,81fa1cd72249,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453018754,6416453018754,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/a7892beb-a03f-4798-b681-bbae522002c52.png
18267,"Karl Fazer Maitosuklaa 100 g","Maito, sokeri, kaakaovoi, kaakaomassa, emulgointiaine (lesitiini mm. Soija), suola, aromi. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","Maito, sokeri, kaakaovoi, kaakaomassa, emulgointiaine (lesitiini mm. Soija), suola, aromi. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:00:50",product,https://marketim.fi/product/karl-fazer-maitosuklaa-100-g/,0,6019dbb029b9,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401015076,6411401015076,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/bddb18e3-c344-4b6a-9297-1f5f112f427a2.png
18269,"Fazer suklaalehti 185 g","Vehnäjauho, sokeri, kasvirasva (palmu, shea), kaakaomassa, kaakaovoi, maitorasva, nostatusaineet (E450, E500), emulgointiaine (lesitiini mm. Soija), aromit, suola, kaneli. Saattaa sisältää kananmunaa Suklaassa vähintään 42% kaakaota","Vehnäjauho, sokeri, kasvirasva (palmu, shea), kaakaomassa, kaakaovoi, maitorasva, nostatusaineet (E450, E500), emulgointiaine (lesitiini mm. Soija), aromit, suola, kaneli. Saattaa sisältää kananmunaa Suklaassa vähintään 42% kaakaota","2020-08-05 15:01:48",product,https://marketim.fi/product/fazer-suklaalehti-185-g/,0,ccff809938f7,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401062100,6411401062100,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/b33ac371-e7f9-45e2-b816-3d966d11a3b3.png
18271,"Karl Fazer Maitosuklaa 3,0 kg","Maito, sokeri, kaakaovoi, kaakaomassa, emulgointiaine (lesitiini mm. Soija), suola, aromi. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","Maito, sokeri, kaakaovoi, kaakaomassa, emulgointiaine (lesitiini mm. Soija), suola, aromi. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:01:48",product,https://marketim.fi/product/karl-fazer-maitosuklaa-30-kg/,0,f72b7d1d66e6,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411404021036,6411404021036,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/81ffe9e8-435e-4fef-84fc-d12d9d8b2d37.png
18273,"Fazer Taloussuklaa 200g","Sokeri, kaakaovoi, kaakaojauhe, maitorasva, emulgointiaine (lesitiini mm. Soija), aromi. Saattaa sisältää maitoa, pähkinää, mantelia ja vehnää Suklaassa vähintään 44% kaakaota","Sokeri, kaakaovoi, kaakaojauhe, maitorasva, emulgointiaine (lesitiini mm. Soija), aromi. Saattaa sisältää maitoa, pähkinää, mantelia ja vehnää Suklaassa vähintään 44% kaakaota","2020-08-05 15:02:38",product,https://marketim.fi/product/fazer-taloussuklaa-200g/,0,1ee1aaa1235d,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401015168,6411401015168,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/79818179-fb66-4224-b9e5-0d8a6c0d506a.png
18275,"Karl Fazer Mansikkaa & vaniljaa ja maitosuklaata 190 g","Maito, sokeri, kaakaovoi, kaakaomassa, kuivatut mansikat, emulgointiaine (lesitiini mm. Soija), kasviöljy (auringonkukka), suola, aromi. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","Maito, sokeri, kaakaovoi, kaakaomassa, kuivatut mansikat, emulgointiaine (lesitiini mm. Soija), kasviöljy (auringonkukka), suola, aromi. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:02:38",product,https://marketim.fi/product/karl-fazer-mansikkaa-vaniljaa-ja-maitosuklaata-190-g/,0,2bad1bff1207,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453016866,6416453016866,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/395045aa-cfd2-4206-8d5e-e849312e41f52.png
18277,"Fazer Taloussuklaarouhe 120g","Sokeri, kaakaovoi, kaakaojauhe, maitorasva, emulgointiaine (lesitiini mm. Soija), aromi. Saattaa sisältää maitoa, pähkinää, mantelia ja vehnää","Sokeri, kaakaovoi, kaakaojauhe, maitorasva, emulgointiaine (lesitiini mm. Soija), aromi. Saattaa sisältää maitoa, pähkinää, mantelia ja vehnää","2020-08-05 15:03:46",product,https://marketim.fi/product/fazer-taloussuklaarouhe-120g/,0,c3461b727254,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401012884,6411401012884,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/31890c22-593a-4326-a514-4ec315f312ff.png
18279,"Karl Fazer Mustikkajogurtticrispejä ja maitosuklaata 190 g","Maito, sokeri, kaakaovoi, kaakaomassa, jogurttijauhe, mustikkatäysmehutiiviste, tapiokatärkkelys, emulgointiaine (lesitiini mm. Soija), suola, kasviöljy (auringonkukka), aromit. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","Maito, sokeri, kaakaovoi, kaakaomassa, jogurttijauhe, mustikkatäysmehutiiviste, tapiokatärkkelys, emulgointiaine (lesitiini mm. Soija), suola, kasviöljy (auringonkukka), aromit. Saattaa sisältää pähkinää, mantelia ja vehnää. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:03:46",product,https://marketim.fi/product/karl-fazer-mustikkajogurtticrispeja-ja-maitosuklaata-190-g/,0,d38f45f19135,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453018600,6416453018600,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/63b43dfd-ebe2-4a56-b0e4-6ea19c1f0c16.png
18281,"Fazer Tumma leivontasuklaa 250 g","Sokeri, kaakaomassa, kaakaovoi, kasvirasva (palmu, shea), emulgointiaine (soijalesitiini), aromi, rasvaton maitojauhe (","Sokeri, kaakaomassa, kaakaovoi, kasvirasva (palmu, shea), emulgointiaine (soijalesitiini), aromi, rasvaton maitojauhe (","2020-08-05 15:04:52",product,https://marketim.fi/product/fazer-tumma-leivontasuklaa-250-g/,0,b44dcb0c9003,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,7300102321168,7300102321168,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/c5f003a8-ee71-4e9b-96e6-53468a970136.png
18283,"Karl Fazer Omenaa, krokanttia, hasselpähkinää ja tummaa suklaata 200 g","sokeri, kaakaomassa, kaakaovoi, voi, hasselpähkinät, maitorasva, omenasose, fruktoosi, omenatäysmehutiiviste, riisijauho, glukoosisiirappi, siirappi, kondenssimaito, maito, kasvirasva (palmu), emulgointiaine (lesitiini mm. soija), aromi","sokeri, kaakaomassa, kaakaovoi, voi, hasselpähkinät, maitorasva, omenasose, fruktoosi, omenatäysmehutiiviste, riisijauho, glukoosisiirappi, siirappi, kondenssimaito, maito, kasvirasva (palmu), emulgointiaine (lesitiini mm. soija), aromi","2020-08-05 15:04:52",product,https://marketim.fi/product/karl-fazer-omenaa-krokanttia-hasselpahkinaa-ja-tummaa-suklaata-200-g/,0,03aa32e345a3,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453018808,6416453018808,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/6416453018808.jpg
18285,"Fazer Tuplasuklaakakku","Sokeri, kerma, kasviöljy (rapsi, auringonkukka, kookos), vesi, kananmuna, vehnäjauho, kasvirasva (palmu), kaakaojauhe, tärkkelys (vehnä), maitojauhe, muunnettu tärkkelys, kananmunajauhe, kaakaomassa, kaakaovoi, kananmunankeltuainen, nostatusaineet (E450, E341, E500), emulgointiaineet (soijalesitiini, E472b, E471, E472e), maitorasva, glukoosisiirappi, herajauhe (maito), suola, aromi, sakeuttamisaine (E407). Saattaa sisältää pieniä määriä pähkinää. Tuotteessa on 5 % suklaata.","Sokeri, kerma, kasviöljy (rapsi, auringonkukka, kookos), vesi, kananmuna, vehnäjauho, kasvirasva (palmu), kaakaojauhe, tärkkelys (vehnä), maitojauhe, muunnettu tärkkelys, kananmunajauhe, kaakaomassa, kaakaovoi, kananmunankeltuainen, nostatusaineet (E450, E341, E500), emulgointiaineet (soijalesitiini, E472b, E471, E472e), maitorasva, glukoosisiirappi, herajauhe (maito), suola, aromi, sakeuttamisaine (E407). Saattaa sisältää pieniä määriä pähkinää. Tuotteessa on 5 % suklaata.","2020-08-05 15:05:49",product,https://marketim.fi/product/fazer-tuplasuklaakakku/,0,622db6bfddb4,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6413466019815,6413466019815,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/263e9b80-0c37-4d29-be01-fa6906472bd4.jpg
18287,"Karl Fazer Punaisia marjoja ja maitosuklaata 200 g","Maito, sokeri, kaakaovoi, kaakaomassa, kuivatut karpalot, riisijauho, maltodekstriini (vehnästä), kuivatut vadelmat, emulgointiaine (lesitiini mm. Soija), happamuudensäätöaine (E330), suola, kasviöljy (auringonkukka), sakeuttamisaine (E414), mallasuute (ohrasta), stabilointiaine (E420) (), aromit. Saattaa sisältää pähkinää ja mantelia Maitosuklaassa vähintään 30% kaakaota","Maito, sokeri, kaakaovoi, kaakaomassa, kuivatut karpalot, riisijauho, maltodekstriini (vehnästä), kuivatut vadelmat, emulgointiaine (lesitiini mm. Soija), happamuudensäätöaine (E330), suola, kasviöljy (auringonkukka), sakeuttamisaine (E414), mallasuute (ohrasta), stabilointiaine (E420) (), aromit. Saattaa sisältää pähkinää ja mantelia Maitosuklaassa vähintään 30% kaakaota","2020-08-05 15:05:49",product,https://marketim.fi/product/karl-fazer-punaisia-marjoja-ja-maitosuklaata-200-g/,0,52e920a8165c,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401015380,6411401015380,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/e59a13f4-87ed-40db-b1cd-544faa61e95d2.png
18289,"Karl Fazer suklaajoulukalenteri 175 g","Maito, sokeri, kaakaovoi, glukoosisiirappi, kaakaomassa, täysmaitojauhe, kasvirasva (palmu, shea), kirnumaitojauhe, herajauhe (maidosta), jogurttijauhe (maito), happamuudensäätöaineet (E330, E331, E337), emulgointiaine (lesitiini mm. Soija), hyytelöimisaine (E440), rasvaton maitojauhe, aromit, maitorasva, dekstroosi, suola, maltodekstriini, kuivatut vadelmat, säilöntäaine (E202). Saattaa sisältää pähkinää, mantelia ja gluteenia sisältävää viljaa. Tummassa suklaassa vähintään 47% kaakaota. Maitosuklaassa vähintään 30% kaakaota.","Maito, sokeri, kaakaovoi, glukoosisiirappi, kaakaomassa, täysmaitojauhe, kasvirasva (palmu, shea), kirnumaitojauhe, herajauhe (maidosta), jogurttijauhe (maito), happamuudensäätöaineet (E330, E331, E337), emulgointiaine (lesitiini mm. Soija), hyytelöimisaine (E440), rasvaton maitojauhe, aromit, maitorasva, dekstroosi, suola, maltodekstriini, kuivatut vadelmat, säilöntäaine (E202). Saattaa sisältää pähkinää, mantelia ja gluteenia sisältävää viljaa. Tummassa suklaassa vähintään 47% kaakaota. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:06:43",product,https://marketim.fi/product/karl-fazer-suklaajoulukalenteri-175-g/,0,79c721a3b6bf,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453025783,6416453025783,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/31327a6f-d4a3-4a01-8494-f6d59f7c74de.png
18291,"Fazer Valkoinen leivontasuklaa 100g","Sokeri, kaakaovoi, täysmaitojauhe, emulgointiaineet (auringonkukkalesitiini), aromi. Saattaa sisältää soijalesitiiniä","Sokeri, kaakaovoi, täysmaitojauhe, emulgointiaineet (auringonkukkalesitiini), aromi. Saattaa sisältää soijalesitiiniä","2020-08-05 15:06:43",product,https://marketim.fi/product/fazer-valkoinen-leivontasuklaa-100g/,0,57276ef8e393,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,7310676290005,7310676290005,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/7dc110ff-8389-4b76-b549-100d7bd59c53.png
18295,"Karl Fazer Tumma suklaa 39 g","Sokeri, kaakaomassa, kaakaovoi, maitorasva, emulgointiaine (lesitiini mm. Soija), aromi. Saattaa sisältää pähkinää, mantelia ja vehnää Tummassa suklaassa vähintään 47% kaakaota","Sokeri, kaakaomassa, kaakaovoi, maitorasva, emulgointiaine (lesitiini mm. Soija), aromi. Saattaa sisältää pähkinää, mantelia ja vehnää Tummassa suklaassa vähintään 47% kaakaota","2020-08-05 15:07:42",product,https://marketim.fi/product/karl-fazer-tumma-suklaa-39-g/,0,d9356ac1d81c,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401019081,6411401019081,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/0675cab6-0e64-457f-9d1e-360168e6c2172.png
18297,"Karl Fazer Vadelmajogurttitäytettä ja maitosuklaata 37 g","Sokeri, kasvirasva (palmu, shea), täysmaitojauhe, kaakaovoi, kaakaomassa, kirnumaitojauhe, herajauhe (maidosta), jogurttijauhe (maidosta), emulgointiaine (lesitiini mm. Soija), aromit (mm. Vadelma), happamuudensäätöaine (E330), maltodekstriini (vehnästä), kuivatut vadelmat (0,1%), muunnettu tärkkelys. Saattaa sisältää pähkinää, mantelia ja muuta viljaa. Maitosuklaassa vähintään 30% kaakaota.","Sokeri, kasvirasva (palmu, shea), täysmaitojauhe, kaakaovoi, kaakaomassa, kirnumaitojauhe, herajauhe (maidosta), jogurttijauhe (maidosta), emulgointiaine (lesitiini mm. Soija), aromit (mm. Vadelma), happamuudensäätöaine (E330), maltodekstriini (vehnästä), kuivatut vadelmat (0,1%), muunnettu tärkkelys. Saattaa sisältää pähkinää, mantelia ja muuta viljaa. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:08:37",product,https://marketim.fi/product/karl-fazer-vadelmajogurttitaytetta-ja-maitosuklaata-37-g/,0,82435505a107,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401019043,6411401019043,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/b3b4b9f7-4148-4dad-b2db-cdf48df1c126.png
18299,"Fazerina 350 g maitosuklaakonvehteja","Sokeri, kasvirasva (palmu), kaakaovoi, täysmaitojauhe, kaakaomassa, rasvaton maitojauhe, kirnumaitojauhe, vähärasvainen kaakaojauhe, emulgointiaine (lesitiini mm. Soija), aromit (mm. Luontainen appelsiini). Saattaa sisältää pähkinää, mantelia ja vehnää Maitosuklaassa vähintään 30% kaakaota","Sokeri, kasvirasva (palmu), kaakaovoi, täysmaitojauhe, kaakaomassa, rasvaton maitojauhe, kirnumaitojauhe, vähärasvainen kaakaojauhe, emulgointiaine (lesitiini mm. Soija), aromit (mm. Luontainen appelsiini). Saattaa sisältää pähkinää, mantelia ja vehnää Maitosuklaassa vähintään 30% kaakaota","2020-08-05 15:08:37",product,https://marketim.fi/product/fazerina-350-g-maitosuklaakonvehteja/,0,c853ebd2b014,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401071768,6411401071768,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/e07edc21-33ca-4944-b6e8-88a6fb00d41b2.png
18301,"Karl Fazer Valkoista suklaata ja maitosuklaata 38 g","Maito, sokeri, kaakaovoi, täysmaitojauhe, kaakaomassa, emulgointiaine (soijalesitiini), aromit (mm. Luontainen vanilja), suola. Saattaa sisältää pähkinää, mantelia ja viljaa. Maitosuklaassa vähintään 30% kaakaota.","Maito, sokeri, kaakaovoi, täysmaitojauhe, kaakaomassa, emulgointiaine (soijalesitiini), aromit (mm. Luontainen vanilja), suola. Saattaa sisältää pähkinää, mantelia ja viljaa. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:09:23",product,https://marketim.fi/product/karl-fazer-valkoista-suklaata-ja-maitosuklaata-38-g/,0,48b5d05cd2f4,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401019067,6411401019067,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/b1e0ba94-96b8-4965-80d5-b8aafc1ba37b2.png
18303,"Fazerina suklaapatukka 37 g","Sokeri, kasvirasva (palmu), kaakaovoi, täysmaitojauhe, kaakaomassa, rasvaton maitojauhe, kirnumaitojauhe, kaakaojauhe, emulgointiaine (lesitiini mm. Soija), aromit (mm. Luontainen appelsiini). Saattaa sisältää pähkinää, mantelia ja vehnää Maitosuklaassa vähintään 30% kaakaota","Sokeri, kasvirasva (palmu), kaakaovoi, täysmaitojauhe, kaakaomassa, rasvaton maitojauhe, kirnumaitojauhe, kaakaojauhe, emulgointiaine (lesitiini mm. Soija), aromit (mm. Luontainen appelsiini). Saattaa sisältää pähkinää, mantelia ja vehnää Maitosuklaassa vähintään 30% kaakaota","2020-08-05 15:09:23",product,https://marketim.fi/product/fazerina-suklaapatukka-37-g/,0,f10c8ce3900a,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401019098,6411401019098,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/662489be-a15d-46b1-bb7c-18ee58e821102.png
18305,"Kismet suklaavohveli 55 g","Sokeri, vehnäjauho, kokonaan kovetettu kasvirasva (kookos), rasvaton maitojauhe, kaakaovoi, kaakaomassa, vähärasvainen kaakaojauhe, kasvirasva (palmu, shea), herajauhe (maidosta), maitorasva, maito, kasviöljy (rypsi), emulgointiaine (soijalesitiini), hasselpähkinät, suola, nostatusaine (E500), aromit (vanilja, vanilliini). Saattaa sisältää mantelia ja kananmunaa. Maitosuklaassa vähintään 30% kaakaota.","Sokeri, vehnäjauho, kokonaan kovetettu kasvirasva (kookos), rasvaton maitojauhe, kaakaovoi, kaakaomassa, vähärasvainen kaakaojauhe, kasvirasva (palmu, shea), herajauhe (maidosta), maitorasva, maito, kasviöljy (rypsi), emulgointiaine (soijalesitiini), hasselpähkinät, suola, nostatusaine (E500), aromit (vanilja, vanilliini). Saattaa sisältää mantelia ja kananmunaa. Maitosuklaassa vähintään 30% kaakaota.","2020-08-05 15:10:14",product,https://marketim.fi/product/kismet-suklaavohveli-55-g/,0,b1e5e53caefa,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401014826,6411401014826,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/d1b98ee8-9aba-4595-b7a8-3b27b2aca5772.png
18307,"Fazermint 3,0 kg","Sokeri, kaakaomassa, glukoosisiirappi, kaakaovoi, maitorasva, emulgointiaine (lesitiini mm. Soija), aromit, entsyymi (invertaasi). Saattaa sisältää maitoa, pähkinää, mantelia ja vehnää Tummassa suklaassa vähintään 47% kaakaota","Sokeri, kaakaomassa, glukoosisiirappi, kaakaovoi, maitorasva, emulgointiaine (lesitiini mm. Soija), aromit, entsyymi (invertaasi). Saattaa sisältää maitoa, pähkinää, mantelia ja vehnää Tummassa suklaassa vähintään 47% kaakaota","2020-08-05 15:10:14",product,https://marketim.fi/product/fazermint-30-kg/,0,660def56136f,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411404021067,6411404021067,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/6f4e053c-d1b7-49ba-a9a9-3138232da4bf2.png
18309,"Fazermint 41g tumma täytesuklaa","Sokeri, kaakaomassa, glukoosisiirappi, kaakaovoi, maitorasva, emulgointiaine (soijalesitiini), aromit (mm. Luontainen piparminttu), entsyymi (invertaasi). Saattaa sisältää pähkinää, mantelia ja viljaa. Saattaa sisältää pähkinää, mantelia ja gluteenia sisältävää viljaa. Tummassa suklaassa vähintään 47% kaakaota.","Sokeri, kaakaomassa, glukoosisiirappi, kaakaovoi, maitorasva, emulgointiaine (soijalesitiini), aromit (mm. Luontainen piparminttu), entsyymi (invertaasi). Saattaa sisältää pähkinää, mantelia ja viljaa. Saattaa sisältää pähkinää, mantelia ja gluteenia sisältävää viljaa. Tummassa suklaassa vähintään 47% kaakaota.","2020-08-05 15:11:02",product,https://marketim.fi/product/fazermint-41g-tumma-taytesuklaa/,0,da137bbe4079,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6416453019409,6416453019409,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/dcc8db22-2a54-41f8-a01b-3f3f2c15df5c2.png
18311,"Marianne 220 g","Socker, glukossirap, kakaomassa, vegetabiliskt fett (palm, shea), kakaosmör, aromer, emulgeringsmedel (sojalecitin). Kan innehålla mjölk. Chokladen innehåller också andra vegetabiliska fetter än kakaosmör.","Socker, glukossirap, kakaomassa, vegetabiliskt fett (palm, shea), kakaosmör, aromer, emulgeringsmedel (sojalecitin). Kan innehålla mjölk. Chokladen innehåller också andra vegetabiliska fetter än kakaosmör.","2020-08-05 15:11:02",product,https://marketim.fi/product/marianne-220-g/,0,98c5dcf29000,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6410803642019,6410803642019,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/2c345658-b6d9-458b-94f2-ae199775ed9c3.png
18313,"Fazermint suklaakonvehteja 350 g","Sokeri, kaakaomassa, glukoosisiirappi, kaakaovoi, maitorasva, emulgointiaine (soijalesitiini), aromit (mm. Luontainen piparminttu), entsyymi (invertaasi). Saattaa sisältää pähkinää, mantelia jagluteenia sisältävää viljaa. Tummassa suklaassa vähintään 47% kaakaota.","Sokeri, kaakaomassa, glukoosisiirappi, kaakaovoi, maitorasva, emulgointiaine (soijalesitiini), aromit (mm. Luontainen piparminttu), entsyymi (invertaasi). Saattaa sisältää pähkinää, mantelia jagluteenia sisältävää viljaa. Tummassa suklaassa vähintään 47% kaakaota.","2020-08-05 15:12:01",product,https://marketim.fi/product/fazermint-suklaakonvehteja-350-g/,0,ca0e2748ac25,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6411401071591,6411401071591,simple,visible,Çikolata,,https://marketim.fi/wp-content/uploads/2020/08/a651e930-658f-4294-8ca5-2a5b415e12732.png
